"路径","所属模块","文件类型","审阅状态","审阅日期","审计检查点","主要入口或调用者","风险等级","结论","是否需要二次复核"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/purchase-api.env.example","基础设施/zhudatuan","环境模板","已深入审阅","2026-09-15","AU-717 L0 runtime environments","zhudatuan-purchase-api.service / purchase-only","高","G0：Purchase API quote/WeChat/DB role 最小绑定","否"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/registration-bootstrap.env.example","基础设施/zhudatuan","环境模板","已结构性审阅","2026-09-15","AU-717 L0 runtime environments","registration bootstrap one-shot","高","G0：registration bootstrap confirm/sentinel 输入","否"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/sandbox-catalog-bootstrap.env.example","基础设施/zhudatuan","环境模板","已结构性审阅","2026-09-15","AU-717 L0 runtime environments","sandbox catalog bootstrap","中","G0：有确认词和 sentinel 的 sandbox one-shot 输入","否"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/sandbox-member-qualification-bootstrap.env.example","基础设施/zhudatuan","环境模板","已结构性审阅","2026-09-15","AU-717 L0 runtime environments","sandbox qualification bootstrap","中","G0：有确认词和 sentinel 的 sandbox one-shot 输入","否"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/sandbox-member-welfare-bootstrap.env.example","基础设施/zhudatuan","环境模板","已结构性审阅","2026-09-15","AU-717 L0 runtime environments","sandbox welfare bootstrap","中","G0：有确认词、金额与货币输入的 sandbox one-shot","否"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/sfl-identity-notification-jobs.env.example","基础设施/zhudatuan","环境模板","已深入审阅","2026-09-15","AU-717 L0 runtime environments","sfl-identity-notification-jobs@hbbtzn-l1.service","高","G0：L1 而非 L0 duplicate；HBBTZN 节点绑定不同","否"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/sfl-storefront.env.example","基础设施/zhudatuan","环境模板","已结构性审阅","2026-09-15","AU-717 L0 runtime environments","Storefront runtime build/host configuration","中","G0：Storefront public host/application binding","否"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/web-business-api.env.example","基础设施/zhudatuan","环境模板","已深入审阅","2026-09-15","AU-717 L0 runtime environments","zhudatuan-web-api.service / web-business-only","高","G0：Web API Mall/DB role 最小绑定","否"
"02_platform_pingtai/infrastructure/zhudatuan/aliyun/ecosystem.config.cjs","基础设施/zhudatuan","JavaScript源码","已深入审阅","2026-09-15","AU-716 Zhudatuan PM2 candidate","delivery.yml → release-engine/install-ai-delivery-agent → inactive candidate","中","G0：交付链安装的未激活 PM2 候选；不可按零运行删除","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/MORVIA-VISUAL-SYSTEM.md","视觉/current","文档","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","视觉规范入口","低","G0：当前规范；运行集成以资产引用为准","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/MORVIA-VISUAL-SYSTEM.pdf","视觉/current","二进制/专用文档","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","render-guide.mjs","低","由本地 visual-system HTML 渲染","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/PRODUCT-ASSET-MAP.md","视觉/current","文档","已深入审阅","2026-09-15","AU-715 MORVIA visual asset bundle","品牌交付映射","中","G0；F-0291：三端共享声明缺可追踪运行消费者","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/README.md","视觉/current","文档","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","视觉资产包说明","低","G0：当前资产包导航","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/app-icons/apple-touch-icon.png","视觉/current","静态资源","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","build-product-assets.mjs","低","由 mark SVG 生成的产品图标","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/app-icons/favicon-32.png","视觉/current","静态资源","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","build-product-assets.mjs","低","由 mark SVG 生成的产品图标","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/app-icons/favicon.svg","视觉/current","静态资源","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","build-product-assets.mjs","低","由 mark SVG 复制生成","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/app-icons/icon-1024.png","视觉/current","静态资源","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","build-product-assets.mjs","低","由 mark SVG 生成的产品图标","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/app-icons/icon-192.png","视觉/current","静态资源","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","build-product-assets.mjs","低","由 mark SVG 生成的产品图标","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/app-icons/icon-512.png","视觉/current","静态资源","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","build-product-assets.mjs","低","由 mark SVG 生成的产品图标","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/app-icons/icon-maskable-512.png","视觉/current","静态资源","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","build-product-assets.mjs","低","由 mark SVG 生成的安全区图标","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/app-icons/opengraph-image.png","视觉/current","静态资源","自动生成","2026-09-15","AU-715 MORVIA visual asset bundle","build-product-assets.mjs","低","由完整署名 SVG 生成的社交图","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/fonts/MorviaTitle-700.woff2","视觉/current","字体资源","第三方代码","2026-09-15","AU-715 MORVIA visual asset bundle","Auth Web index.css","中","Noto Sans SC 700 web 子集；运行中被 Auth 引入","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/fonts/OFL-NotoSansSC.txt","视觉/current","许可证","第三方代码","2026-09-15","AU-715 MORVIA visual asset bundle","字体许可","低","Noto Sans SC OFL 许可文本","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/fonts/README.md","视觉/current","文档","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","字体资源说明","低","记录字体来源、哈希和回退","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/favicon-32.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-avatar-blue-1024.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-avatar-blue-192.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-avatar-blue-512.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-avatar-light-1024.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-avatar-light-512.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-compact-lockup-1200.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-established-lockup-1800.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-mark-1024.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-mark-128.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-mark-180.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-mark-24.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-mark-32.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-mark-48.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-mark-512.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-mark-64.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-master-lockup-1600.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-master-lockup-800.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-master-lockup-mono-1600.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-master-lockup-on-deep-blue-1600.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-master-lockup-on-white-1600.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-master-lockup-white-1600.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
"05_docs_ziliao/VI_shijue/current/ZHU-VI-1.5/assets/png/morvia-stacked-lockup-1200.png","视觉/current","静态资源","已结构性审阅","2026-09-15","AU-715 MORVIA visual asset bundle","人工 PNG 分发变体","低","同源静态导出；无仓内生成器","否"
