编号,定义位置,Operation,owner,method,path,audience,permission,availability,execution,idempotency,expectedVersion,writePath,requestFields,responseFields,requirements,controller,handler,sdk,审阅结论
OP-AU-007-055,01_core_hexin/packages/contract/definitions/operations.yml:772,member.addresses.read,member,GET,/api/v1/members/me/addresses,member,member.address.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/member.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-056,01_core_hexin/packages/contract/definitions/operations.yml:784,member.addresses.manage,member,PUT,/api/v1/members/me/addresses/{addressid},member,member.address.manage,runtime,sync,required,optional,transactional,6,2,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/member.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-057,01_core_hexin/packages/contract/definitions/operations.yml:798,member.imports.create,member,POST,/api/v1/members/imports,operator,member.import,runtime,sync,required,optional,transactional,0,0,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/member.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-058,01_core_hexin/packages/contract/definitions/operations.yml:814,member.imports.read,member,GET,/api/v1/members/imports/{importid},operator,member.import,runtime,sync,none,none,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/member.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-059,01_core_hexin/packages/contract/definitions/operations.yml:828,qualification.center.read,qualification,GET,/api/v1/qualifications,operator,qualification.read,runtime,sync,none,none,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/qualification.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-060,01_core_hexin/packages/contract/definitions/operations.yml:842,qualification.decisions.preview,qualification,POST,/api/v1/qualifications/decisions/preview,operator,qualification.preview,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/qualification.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-061,01_core_hexin/packages/contract/definitions/operations.yml:856,qualification.policies.manage,qualification,PUT,/api/v1/qualifications/policies/{policyid},operator,qualification.manage,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/qualification.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-062,01_core_hexin/packages/contract/definitions/operations.yml:870,channel.distributors.create,channel,POST,/api/v1/channels/distributors,operator,channel.distributor.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-063,01_core_hexin/packages/contract/definitions/operations.yml:883,channel.distributors.read,channel,GET,/api/v1/channels/distributors,operator,channel.distributor.read,runtime,sync,none,none,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-064,01_core_hexin/packages/contract/definitions/operations.yml:896,channel.distributors.update,channel,PATCH,/api/v1/channels/distributors/{distributorid},operator,channel.distributor.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-065,01_core_hexin/packages/contract/definitions/operations.yml:909,channel.distributors.disable,channel,DELETE,/api/v1/channels/distributors/{distributorid},operator,channel.distributor.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-066,01_core_hexin/packages/contract/definitions/operations.yml:922,channel.bindings.manage,channel,PUT,/api/v1/channels/bindings/{bindingid},operator,channel.binding.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-067,01_core_hexin/packages/contract/definitions/operations.yml:935,channel.quotas.manage,channel,PUT,/api/v1/channels/quotas/{quotaid},operator,channel.quota.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-068,01_core_hexin/packages/contract/definitions/operations.yml:948,catalog.pools.read,catalog,GET,/api/v1/catalog/pools,operator,catalog.pool.read,runtime,sync,none,none,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-069,01_core_hexin/packages/contract/definitions/operations.yml:962,catalog.pools.attach,catalog,PUT,/api/v1/catalog/pools/{poolid}/bindings/{scopeid},operator,catalog.pool.manage,runtime,sync,required,optional,none,未声明,未声明,MVP03,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-070,01_core_hexin/packages/contract/definitions/operations.yml:975,catalog.pools.detach,catalog,DELETE,/api/v1/catalog/pools/{poolid}/bindings/{scopeid},operator,catalog.pool.manage,runtime,sync,required,optional,none,未声明,未声明,MVP03,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-071,01_core_hexin/packages/contract/definitions/operations.yml:988,catalog.pools.allocate,catalog,POST,/api/v1/catalog/pools/{poolid}/allocations,operator,catalog.pool.allocate,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-072,01_core_hexin/packages/contract/definitions/operations.yml:1001,catalog.products.create,catalog,POST,/api/v1/catalog/products,operator,catalog.product.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-073,01_core_hexin/packages/contract/definitions/operations.yml:1015,catalog.products.update,catalog,PATCH,/api/v1/catalog/products/{productid},operator,catalog.product.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-074,01_core_hexin/packages/contract/definitions/operations.yml:1029,catalog.products.archive,catalog,DELETE,/api/v1/catalog/products/{productid},operator,catalog.product.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-075,01_core_hexin/packages/contract/definitions/operations.yml:1043,catalog.listings.read,catalog,GET,/api/v1/catalog/listings,member,catalog.listing.read,runtime,sync,none,none,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-076,01_core_hexin/packages/contract/definitions/operations.yml:1061,catalog.listings.publish,catalog,PUT,/api/v1/catalog/listings/{listingid}/publication,operator,catalog.listing.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-077,01_core_hexin/packages/contract/definitions/operations.yml:1075,catalog.listings.unpublish,catalog,DELETE,/api/v1/catalog/listings/{listingid}/publication,operator,catalog.listing.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-078,01_core_hexin/packages/contract/definitions/operations.yml:1089,catalog.listings.batch,catalog,POST,/api/v1/catalog/listings/batches,operator,catalog.listing.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-079,01_core_hexin/packages/contract/definitions/operations.yml:1103,catalog.imports.create,catalog,POST,/api/v1/catalog/imports,operator,catalog.import.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-080,01_core_hexin/packages/contract/definitions/operations.yml:1117,catalog.imports.read,catalog,GET,/api/v1/catalog/imports/{importid},operator,catalog.import.read,runtime,sync,none,none,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/catalog.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-081,01_core_hexin/packages/contract/definitions/operations.yml:1131,pricing.rules.create,pricing,POST,/api/v1/pricing/rules,operator,pricing.rule.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/pricing.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-082,01_core_hexin/packages/contract/definitions/operations.yml:1145,pricing.rules.publish,pricing,PUT,/api/v1/pricing/rules/{ruleid}/publication,operator,pricing.rule.manage,runtime,sync,required,optional,none,未声明,未声明,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/pricing.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-083,01_core_hexin/packages/contract/definitions/operations.yml:1159,pricing.offers.read,pricing,GET,/api/v1/pricing/offers,member,pricing.offer.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/pricing.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-084,01_core_hexin/packages/contract/definitions/operations.yml:1171,inventory.availability.read,inventory,GET,/api/v1/inventory/availability,member,inventory.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/inventory.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-085,01_core_hexin/packages/contract/definitions/operations.yml:1183,inventory.imports.create,inventory,POST,/api/v1/inventory/imports,operator,inventory.import.manage,runtime,sync,required,optional,transactional,0,0,MVP07|MVP16,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/inventory.ts,[FACT] 已逐记录审阅；关联F-0038
